Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
KRT9	58.571429	0	0	0	0	219	191	0	0
FAIM2	58.571429	0	0	0	0	242	80	88	0
UTP4	58.428571	0	0	0	0	207	86	116	0
UNC13A	58.428571	0	0	0	0	243	166	0	0
DERPC	58.428571	0	0	0	0	207	86	116	0
CHTF8	58.428571	0	0	0	0	207	86	116	0
UNC93B1	58.285714	0	0	0	0	268	140	0	0
TSSK6	58.285714	0	246	0	162	0	0	0	0
TRIM5	58.285714	0	0	0	0	250	158	0	0
SCML1	58.285714	0	0	0	0	170	0	238	0
NDUFA13	58.285714	0	246	0	162	0	0	0	0
KDM4A	58.285714	0	0	0	0	250	158	0	0
KCNIP4	58.285714	0	0	0	0	269	139	0	0
CLDN9	58.285714	0	0	0	0	236	172	0	0
CLDN6	58.285714	0	0	0	0	236	172	0	0
CDR2L	58.285714	0	0	0	0	265	143	0	0
ALDH3B1	58.285714	0	0	0	0	268	140	0	0
TMBIM6	58.142857	0	0	0	0	197	210	0	0
PDCD7	58.142857	0	0	0	0	211	196	0	0
OCSTAMP	58.142857	0	0	0	0	243	164	0	0
INAVA	58.142857	0	0	0	0	268	139	0	0
FAM178B	58.142857	0	0	0	0	223	184	0	0
CD19	58.142857	0	0	0	0	177	122	108	0
TIGD2	58.000000	0	0	0	0	274	132	0	0
SP4	58.000000	0	0	0	0	210	107	89	0
MAML1	58.000000	0	0	0	0	208	198	0	0
KANSL3	58.000000	0	0	0	0	253	153	0	0
IPO4	58.000000	0	150	0	155	101	0	0	0
FER1L5	58.000000	0	0	0	0	253	153	0	0
CXCR4	58.000000	0	0	0	0	240	166	0	0
COMT	58.000000	0	0	0	0	216	190	0	0
MACROD1	57.857143	0	0	0	0	146	88	171	0
LDLR	57.857143	0	188	0	0	116	101	0	0
GSR	57.857143	0	0	0	0	235	170	0	0
EXOC6B	57.857143	0	0	317	0	88	0	0	0
CACNB3	57.857143	0	0	0	0	248	157	0	0
SIGLEC1	57.714286	0	0	0	0	206	198	0	0
P4HA3	57.714286	0	0	0	0	169	235	0	0
NEK10	57.714286	0	0	0	0	299	0	105	0
MPP5	57.714286	0	0	0	0	228	176	0	0
KBTBD2	57.714286	0	0	0	0	251	153	0	0
DPEP2NB	57.714286	0	0	190	0	214	0	0	0
CYP8B1	57.714286	0	0	0	0	195	209	0	0
CDH24	57.714286	0	0	0	0	129	147	128	0
LATS2	57.571429	0	0	0	0	270	133	0	0
KIF20B	57.571429	0	0	0	0	267	136	0	0
HELLS	57.571429	0	0	0	0	136	149	118	0
DARS1	57.571429	0	0	0	0	159	244	0	0
BRD3	57.571429	0	0	0	0	261	0	142	0
VPS41	57.428571	0	0	0	0	290	112	0	0
PSD3	57.428571	0	0	0	0	234	168	0	0
PLAA	57.428571	0	0	0	0	214	188	0	0
PAM	57.428571	0	0	0	0	277	125	0	0
LURAP1	57.428571	0	0	0	0	98	94	210	0
FXYD2	57.428571	0	0	0	0	402	0	0	0
TSPAN19	57.285714	0	0	0	0	237	164	0	0
NR4A1	57.285714	0	0	0	0	237	164	0	0
MED4	57.285714	0	0	0	0	254	147	0	0
LRRIQ1	57.285714	0	0	0	0	237	164	0	0
ARHGDIB	57.285714	0	225	0	0	176	0	0	0
TMEM44	57.142857	0	0	0	0	267	133	0	0
SOX9	57.142857	0	0	0	0	169	115	116	0
PROK1	57.142857	0	0	0	0	230	86	84	0
LNPEP	57.142857	0	0	0	0	183	125	92	0
UQCR11	57.000000	0	0	0	0	185	0	214	0
TWIST1	57.000000	0	0	0	0	205	194	0	0
SH3KBP1	57.000000	0	0	0	0	265	134	0	0
NANP	57.000000	0	0	257	0	142	0	0	0
CCDC80	57.000000	0	0	0	0	247	152	0	0
ACTL6B	57.000000	0	0	0	0	265	134	0	0
UBE2V1	56.857143	0	0	0	0	279	119	0	0
RAD52	56.857143	0	0	0	0	231	167	0	0
PRAMEF9	56.857143	0	0	0	0	225	173	0	0
JADE2	56.857143	0	0	0	0	231	167	0	0
HOMEZ	56.857143	0	0	0	0	212	186	0	0
BCL9	56.857143	0	0	0	0	148	146	104	0
ZNF714	56.714286	0	0	0	0	192	104	101	0
ZNF587	56.714286	0	0	0	0	198	136	63	0
UBE4B	56.714286	0	0	0	0	178	99	120	0
SCLT1	56.714286	0	0	0	0	229	168	0	0
PLEKHG3	56.714286	0	0	0	0	247	150	0	0
PFN4	56.714286	0	0	0	0	116	116	165	0
FAM228B	56.714286	0	0	0	0	116	116	165	0
C4orf33	56.714286	0	0	0	0	229	168	0	0
PRDM6	56.571429	0	0	0	0	207	189	0	0
AP3B1	56.571429	0	0	0	0	258	138	0	0
YPEL4	56.428571	0	0	0	0	227	168	0	0
TJP1	56.428571	0	0	0	0	222	173	0	0
TAF7	56.428571	0	0	0	0	225	170	0	0
SLCO5A1	56.428571	0	0	0	0	249	146	0	0
SETBP1	56.428571	0	0	0	0	278	117	0	0
PCDHGA1	56.428571	0	0	0	0	225	170	0	0
MUCL3	56.428571	0	0	0	0	160	235	0	0
MID1	56.428571	0	395	0	0	0	0	0	0
DGKZ	56.428571	0	0	0	0	167	87	141	0
CLP1	56.428571	0	0	0	0	227	168	0	0
CHRM1	56.428571	0	0	0	0	228	167	0	0
PC	56.285714	0	0	0	0	191	97	106	0
KLHL7	56.285714	0	0	0	0	262	132	0	0
CYFIP2	56.285714	0	0	0	0	188	206	0	0
CORO2A	56.285714	0	0	0	0	272	122	0	0
CCDC170	56.285714	0	0	0	0	219	175	0	0
ZNF674	56.142857	0	0	0	0	217	176	0	0
RIOX2	56.142857	0	0	0	0	259	134	0	0
RAB42	56.142857	0	0	0	0	158	116	119	0
MMP15	56.142857	0	128	0	0	181	0	84	0
LIMA1	56.142857	0	0	0	0	246	147	0	0
LDLRAD3	56.142857	0	0	0	0	232	161	0	0
TTC23L	56.000000	0	0	0	0	160	232	0	0
TCL1B	56.000000	0	0	0	0	190	202	0	0
PRSS8	56.000000	0	0	0	0	215	0	177	0
NICN1	56.000000	0	0	0	0	175	144	73	0
ELOA3C	56.000000	0	0	0	0	206	114	72	0
DDX47	56.000000	0	0	0	0	229	163	0	0
DDX31	56.000000	0	0	0	0	194	198	0	0
COL2A1	56.000000	0	0	0	0	183	98	111	0
AMT	56.000000	0	0	0	0	175	144	73	0
YPEL5	55.857143	0	0	0	0	219	101	71	0
TSPYL4	55.857143	0	0	0	0	223	168	0	0
TNFSF14	55.857143	0	0	0	0	208	183	0	0
PRR23D2	55.857143	0	0	0	0	229	162	0	0
PRR23D1	55.857143	0	0	0	0	229	162	0	0
OR2M3	55.857143	0	0	0	0	229	162	0	0
LATS1	55.857143	0	0	0	0	234	157	0	0
KDM6A	55.857143	0	0	0	0	173	98	120	0
DSE	55.857143	0	0	0	0	223	168	0	0
CMTR2	55.857143	0	0	0	0	268	123	0	0
ZNF680	55.714286	0	0	0	0	192	0	198	0
XYLT1	55.714286	0	0	0	0	225	165	0	0
SUCLG2	55.714286	0	0	0	0	230	160	0	0
SPO11	55.714286	0	0	0	0	207	87	96	0
RIOK2	55.714286	0	0	0	0	268	122	0	0
PHOSPHO1	55.714286	0	0	0	0	172	110	108	0
MOXD1	55.714286	0	0	0	0	220	170	0	0
KDELR1	55.714286	0	0	0	0	123	145	122	0
GRIN2D	55.714286	0	0	0	0	123	145	122	0
GLRB	55.714286	0	0	0	0	225	165	0	0
CCDC169-SOHLH2	55.714286	0	0	0	0	136	254	0	0
CCDC169	55.714286	0	0	0	0	136	254	0	0
CAPN2	55.714286	0	0	0	0	260	130	0	0
ZNF629	55.571429	0	0	0	0	171	122	96	0
SSBP3	55.571429	0	0	244	0	145	0	0	0
RD3	55.571429	0	0	0	0	244	0	145	0
NCKAP1	55.571429	0	0	0	0	179	0	210	0
ETFBKMT	55.571429	0	0	0	0	183	103	103	0
BPNT2	55.571429	0	0	0	0	253	136	0	0
AHCYL1	55.571429	0	0	0	0	252	137	0	0
TMCC2	55.428571	0	0	0	0	225	163	0	0
STYK1	55.428571	0	0	0	0	237	151	0	0
SRP14	55.428571	0	0	0	0	188	200	0	0
SMC3	55.428571	0	0	0	0	231	157	0	0
RAD54L	55.428571	0	0	0	0	163	80	145	0
LOC284898	55.428571	0	0	0	0	124	160	104	0
CYP11A1	55.428571	0	0	0	0	226	162	0	0
CLMN	55.428571	0	0	0	0	197	191	0	0
CACFD1	55.428571	0	0	0	0	243	145	0	0
C7orf57	55.428571	0	0	0	0	238	150	0	0
ARPC1B	55.428571	0	0	0	0	169	113	106	0
VWA3B	55.285714	0	0	0	0	245	142	0	0
SYNE1	55.285714	0	0	0	0	183	204	0	0
SPIDR	55.285714	0	106	0	0	205	76	0	0
RNF19A	55.285714	0	0	0	0	276	111	0	0
FOXL3	55.285714	0	0	0	0	273	114	0	0
PGM2L1	55.142857	0	0	0	0	228	158	0	0
MAP4K3	55.142857	0	0	0	0	182	122	82	0
HMGN1	55.142857	0	0	0	0	214	172	0	0
DMD	55.142857	0	0	0	0	197	189	0	0
CRTAM	55.142857	0	0	0	0	265	121	0	0
ZNF814	55.000000	0	0	0	0	153	156	76	0
SIRPG	55.000000	0	0	0	0	236	149	0	0
PIK3IP1	55.000000	0	0	0	0	265	0	120	0
OR1A2	55.000000	0	0	0	0	238	147	0	0
OR1A1	55.000000	0	0	0	0	238	147	0	0
NATD1	55.000000	0	0	0	0	275	110	0	0
IPPK	55.000000	0	271	114	0	0	0	0	0
FEZF2	55.000000	0	0	0	0	167	122	96	0
CCDC36	55.000000	0	0	0	0	225	160	0	0
C3orf84	55.000000	0	0	0	0	225	160	0	0
ZC3H11A	54.857143	0	0	0	0	168	103	113	0
ZBED6	54.857143	0	0	0	0	168	103	113	0
SDC2	54.857143	0	0	0	0	205	179	0	0
GOLM1	54.857143	0	0	0	0	174	107	103	0
DYNC1LI1	54.857143	0	0	0	0	199	185	0	0
CDCA8	54.857143	0	0	0	0	199	185	0	0
C1orf109	54.857143	0	0	0	0	199	185	0	0
BORCS7	54.857143	0	0	0	0	265	119	0	0
ADAMTS18	54.857143	0	0	0	0	253	0	131	0
WBP11	54.714286	0	0	0	0	215	168	0	0
MAP11	54.714286	0	0	0	0	229	154	0	0
LMX1A	54.714286	0	0	0	0	220	163	0	0
LGR4	54.714286	0	0	0	0	172	75	136	0
COA8	54.714286	0	0	0	0	232	151	0	0
CCNG2	54.714286	0	0	0	0	135	121	127	0
C12orf60	54.714286	0	0	0	0	215	168	0	0
BAG5	54.714286	0	0	0	0	232	151	0	0
TANK	54.571429	0	0	0	0	237	145	0	0
RXFP1	54.571429	0	0	0	0	181	201	0	0
PIP4K2C	54.571429	0	0	0	0	233	149	0	0
PDP1	54.571429	0	0	0	0	236	146	0	0
ORAI2	54.571429	0	0	0	0	207	175	0	0
HPCA	54.571429	0	0	0	0	130	131	121	0
RAB25	54.428571	0	0	0	0	193	0	188	0
PRCD	54.428571	0	145	0	0	236	0	0	0
POU2F1	54.428571	0	0	0	0	165	118	98	0
PELI1	54.428571	0	0	0	0	182	100	99	0
MINDY3	54.428571	0	0	381	0	0	0	0	0
CYGB	54.428571	0	145	0	0	236	0	0	0
ZRANB3	54.285714	0	0	0	0	124	129	127	0
TMED10	54.285714	0	264	0	116	0	0	0	0
SMCO3	54.285714	0	0	0	0	212	168	0	0
RELA	54.285714	0	0	0	0	208	172	0	0
PCBP1	54.285714	0	0	0	0	110	144	126	0
NTMT1	54.285714	0	0	0	0	224	156	0	0
ITPK1	54.285714	0	0	0	0	158	140	82	0
GDF5	54.285714	0	0	0	0	231	149	0	0
CEP250	54.285714	0	0	0	0	231	149	0	0
C9orf50	54.285714	0	0	0	0	224	156	0	0
VPS35	54.142857	0	0	0	0	204	56	119	0
PLA2G2A	54.142857	0	0	0	0	138	148	93	0
ORC6	54.142857	0	0	0	0	204	56	119	0
METTL21A	54.142857	0	0	0	0	254	125	0	0
CPPED1	54.142857	0	0	0	0	205	174	0	0
ADCY8	54.142857	0	0	0	0	187	192	0	0
SETD5	54.000000	0	0	0	0	262	116	0	0
SEC24D	54.000000	0	0	0	0	170	208	0	0
NEK8	54.000000	0	0	0	0	227	151	0	0
CARD8	54.000000	0	171	207	0	0	0	0	0
CABLES1	54.000000	0	0	0	0	236	142	0	0
TBX19	53.857143	0	0	0	0	242	135	0	0
S100A16	53.857143	0	0	0	0	231	0	146	0
NFYC	53.857143	0	0	0	0	228	149	0	0
LRRC52	53.857143	0	0	0	0	296	81	0	0
IP6K2	53.857143	0	0	0	0	158	115	104	0
SET	53.714286	0	0	0	0	123	147	106	0
PNMA1	53.714286	0	0	0	0	243	133	0	0
PLEKHD1	53.714286	0	0	0	0	224	152	0	0
NFKBIZ	53.714286	0	0	0	0	376	0	0	0
DCLK1	53.714286	0	0	0	0	213	163	0	0
IL27	53.571429	0	0	0	0	204	171	0	0
GAB3	53.571429	0	0	0	0	228	0	147	0
CYP2S1	53.571429	0	0	0	0	200	175	0	0
ZNF493	53.428571	0	0	0	0	202	172	0	0
PTCD1	53.428571	0	0	0	0	233	0	141	0
PITPNA	53.428571	0	0	0	0	173	94	107	0
NSMCE1	53.428571	0	0	0	0	0	374	0	0
NEUROD1	53.428571	0	0	0	0	221	153	0	0
GMFB	53.428571	0	0	0	0	223	151	0	0
ECM1	53.428571	0	0	79	0	234	61	0	0
CYB5R1	53.428571	0	0	0	0	168	74	132	0
CPSF4	53.428571	0	0	0	0	233	0	141	0
AMOT	53.428571	0	0	0	0	212	162	0	0
ADIPOR1	53.428571	0	0	0	0	168	74	132	0
S100A1	53.285714	0	144	0	0	112	117	0	0
LPCAT2	53.285714	0	373	0	0	0	0	0	0
GNAT2	53.285714	0	0	0	0	141	102	130	0
SCRIB	53.142857	0	0	0	0	237	135	0	0
MLH1	53.142857	0	105	0	267	0	0	0	0
HMBS	53.142857	0	0	0	0	199	173	0	0
GBX2	53.142857	0	0	0	0	208	164	0	0
EPM2AIP1	53.142857	0	105	0	267	0	0	0	0
ELAC2	53.142857	0	0	0	0	186	186	0	0
CCDC12	53.142857	0	0	0	0	244	128	0	0
WDFY1	53.000000	0	0	0	0	231	140	0	0
RUNX1T1	53.000000	0	281	90	0	0	0	0	0
NOX1	53.000000	0	0	0	0	225	146	0	0
SFMBT1	52.857143	0	0	0	0	185	185	0	0
MOB3B	52.857143	0	0	0	0	238	132	0	0
KIAA1324L	52.857143	0	0	0	0	273	97	0	0
IFNK	52.857143	0	0	0	0	238	132	0	0
ZNFX1	52.714286	0	0	0	0	267	102	0	0
PLXNA4	52.714286	0	0	0	0	231	138	0	0
OXER1	52.714286	0	0	0	0	249	120	0	0
ITPKB	52.714286	0	0	0	0	206	163	0	0
FAM151B	52.714286	0	0	0	0	153	104	112	0
DNMT3A	52.714286	0	0	0	0	233	136	0	0
CDK5RAP1	52.714286	0	0	0	0	197	172	0	0
SPRY4	52.571429	0	0	0	0	130	122	116	0
PEMT	52.571429	0	98	0	0	141	0	129	0
NTNG1	52.571429	0	0	0	0	121	114	133	0
NARS1	52.571429	0	246	122	0	0	0	0	0
MN1	52.571429	0	0	0	0	184	184	0	0
KRT86	52.571429	0	0	0	0	221	147	0	0
GOT1L1	52.571429	0	0	0	0	264	104	0	0
RPS6	52.428571	0	0	0	0	215	152	0	0
PSMD5	52.428571	0	0	0	0	190	177	0	0
FOXP1	52.428571	0	0	0	0	238	129	0	0
CST2	52.428571	0	0	0	0	230	137	0	0
CD200	52.428571	0	0	0	0	190	177	0	0
BAGE4	52.428571	0	0	0	0	153	142	72	0
BAGE3	52.428571	0	0	0	0	153	142	72	0
BAGE2	52.428571	0	0	0	0	153	142	72	0
BAGE	52.428571	0	0	0	0	153	142	72	0
ADRA1B	52.428571	0	0	0	0	255	112	0	0
TMC7	52.285714	0	0	0	0	256	110	0	0
SMC6	52.285714	0	0	0	0	216	150	0	0
SLC38A1	52.285714	0	0	0	0	300	66	0	0
SGPL1	52.285714	0	0	0	0	186	180	0	0
PLAC9	52.285714	0	0	0	0	162	98	106	0
GEN1	52.285714	0	0	0	0	216	150	0	0
GABARAPL1	52.285714	0	0	0	0	242	124	0	0
FOCAD	52.285714	0	0	0	0	192	174	0	0
CLDN18	52.285714	0	0	217	0	149	0	0	0
ZNF705G	52.142857	0	0	0	0	142	142	81	0
LRFN4	52.142857	0	0	0	0	220	0	145	0
LIPA	52.142857	0	0	0	0	250	115	0	0
TLL1	52.000000	0	0	0	0	239	125	0	0
SYNDIG1L	52.000000	0	0	0	0	225	139	0	0
RBM15	52.000000	0	0	0	0	164	200	0	0
RAB5A	52.000000	0	0	0	0	212	152	0	0
NEBL	52.000000	0	0	0	0	230	134	0	0
LMBR1L	52.000000	0	0	0	0	162	116	86	0
EFHB	52.000000	0	0	0	0	212	152	0	0
ACOT2	52.000000	0	0	0	0	169	76	119	0
TFF1	51.857143	0	0	0	0	265	0	98	0
PTP4A2	51.857143	0	0	0	0	230	133	0	0
PLAGL1	51.857143	0	0	0	0	195	168	0	0
ODF4	51.857143	0	0	0	0	235	128	0	0
NUTM2A	51.857143	0	0	0	0	228	135	0	0
NIBAN3	51.857143	0	0	0	0	197	0	166	0
MLLT6	51.857143	0	0	0	0	165	90	108	0
LCN12	51.857143	0	0	0	0	185	178	0	0
FBXW5	51.857143	0	0	0	0	185	178	0	0
ENPP6	51.857143	0	0	0	0	190	173	0	0
C8G	51.857143	0	0	0	0	185	178	0	0
BTBD3	51.857143	0	0	0	0	198	165	0	0
PLG	51.714286	0	0	0	0	240	122	0	0
OLFML3	51.714286	0	0	0	0	196	166	0	0
IL6R	51.714286	0	0	0	0	165	121	76	0
HROB	51.714286	0	0	0	0	232	130	0	0
FAM163B	51.714286	0	176	0	0	186	0	0	0
AHRR	51.714286	0	0	0	0	277	85	0	0
MEI4	51.571429	0	0	0	0	259	102	0	0
GRHL1	51.571429	0	0	0	0	206	155	0	0
CDSN	51.571429	0	0	0	0	272	89	0	0
ZNF397	51.428571	0	0	0	0	218	142	0	0
TMX3	51.428571	0	0	0	0	169	191	0	0
SLC35F3	51.428571	0	0	0	0	223	137	0	0
SDE2	51.428571	0	0	0	0	218	142	0	0
HLCS	51.428571	0	0	0	0	229	131	0	0
FAM90A1	51.428571	0	0	0	0	214	146	0	0
DYRK4	51.428571	0	0	0	0	192	168	0	0
CCDC102B	51.428571	0	0	0	0	169	191	0	0
TENM2	51.285714	0	0	0	0	270	89	0	0
SERPINB1	51.285714	0	0	0	0	225	134	0	0
RASA4B	51.285714	0	0	0	0	241	118	0	0
RAB3IP	51.285714	0	0	0	0	228	131	0	0
PLXND1	51.285714	0	0	0	0	208	151	0	0
KNDC1	51.285714	0	0	0	0	207	0	152	0
DNAJA1	51.285714	0	0	0	0	176	183	0	0
CNNM3	51.285714	0	0	0	0	101	126	132	0
APTX	51.285714	0	0	0	0	176	183	0	0
TTLL11	51.142857	0	229	0	0	129	0	0	0
TRAM1	51.142857	0	0	0	0	276	0	82	0
SCAMP4	51.142857	0	0	0	0	192	166	0	0
ETFDH	51.142857	0	0	199	0	159	0	0	0
DEFB132	51.142857	0	0	0	0	182	176	0	0
C4orf46	51.142857	0	0	199	0	159	0	0	0
ADAT3	51.142857	0	0	0	0	192	166	0	0
ACTN2	51.142857	0	0	0	0	166	192	0	0
TRPM4	51.000000	0	0	0	0	210	147	0	0
TMEM258	51.000000	0	0	0	0	200	157	0	0
SLC6A2	51.000000	0	0	0	0	160	197	0	0
SLC29A3	51.000000	0	0	0	0	218	139	0	0
PRR7	51.000000	0	0	0	0	156	201	0	0
HRC	51.000000	0	0	0	0	210	147	0	0
GNAI2	51.000000	0	0	0	0	205	152	0	0
FEN1	51.000000	0	0	0	0	200	157	0	0
CACNA1E	51.000000	0	0	0	0	234	123	0	0
C11orf95	51.000000	0	0	0	0	282	0	75	0
SIK2	50.857143	0	0	0	0	236	0	120	0
PPP3R2	50.857143	0	0	0	0	222	134	0	0
GGTLC2	50.857143	0	0	0	0	216	140	0	0
XAGE2	50.714286	0	0	0	0	195	160	0	0
THRA	50.714286	0	118	0	0	237	0	0	0
LOC100128108	50.714286	0	0	0	0	208	0	147	0
DCHS1	50.714286	0	0	0	0	205	150	0	0
CNOT2	50.714286	0	0	0	0	225	130	0	0
USP11	50.571429	0	0	0	0	122	87	145	0
SLC25A13	50.571429	0	0	0	0	118	236	0	0
MTRNR2L2	50.571429	0	143	211	0	0	0	0	0
MSH3	50.571429	0	143	211	0	0	0	0	0
LPCAT4	50.571429	0	0	0	0	241	113	0	0
GTF3C2	50.571429	0	0	0	0	147	99	108	0
EIF2B4	50.571429	0	0	0	0	147	99	108	0
DHRS2	50.571429	0	0	0	0	354	0	0	0
CDK16	50.571429	0	0	0	0	122	87	145	0
ZCCHC8	50.428571	0	0	0	0	195	158	0	0
RNF212B	50.428571	0	0	0	0	217	0	136	0
PTPRN2	50.428571	0	169	0	184	0	0	0	0
IRF2BP2	50.428571	0	0	0	0	245	108	0	0
FNDC3A	50.428571	0	0	0	0	172	181	0	0
CEBPG	50.428571	0	0	0	0	198	155	0	0
CAST	50.428571	0	0	0	0	279	0	74	0
APOL1	50.428571	0	0	0	0	233	120	0	0
THEG	50.285714	0	0	0	0	199	0	153	0
NUFIP2	50.285714	0	0	0	0	169	183	0	0
FAM71B	50.285714	0	0	0	0	212	0	140	0
DDO	50.285714	0	0	0	0	179	173	0	0
CCS	50.285714	0	0	0	0	127	68	157	0
CCDC87	50.285714	0	0	0	0	127	68	157	0
ZMIZ1	50.142857	0	0	0	0	162	189	0	0
TRABD2A	50.142857	0	0	0	0	154	97	100	0
ROM1	50.142857	0	0	0	0	211	140	0	0
NOL6	50.142857	0	0	0	0	225	126	0	0
MAN1A2	50.142857	0	0	0	0	166	185	0	0
EML3	50.142857	0	0	0	0	211	140	0	0
DLL4	50.142857	0	0	0	0	197	0	154	0
CLVS2	50.142857	0	0	250	0	101	0	0	0
C15orf56	50.142857	0	0	0	0	223	128	0	0
WDR34	50.000000	0	151	0	199	0	0	0	0
TAB2	50.000000	0	0	0	0	193	157	0	0
RAD54B	50.000000	0	0	0	0	185	165	0	0
FSBP	50.000000	0	0	0	0	185	165	0	0
F11	50.000000	0	0	0	0	151	199	0	0
COLQ	50.000000	0	0	0	0	162	188	0	0
WWP2	49.857143	0	0	0	0	214	135	0	0
RBAK-RBAKDN	49.857143	0	0	0	0	121	140	88	0
RBAK	49.857143	0	0	0	0	121	140	88	0
PROM2	49.857143	0	0	0	0	200	149	0	0
PLAU	49.857143	0	0	0	0	201	148	0	0
NUDT15	49.857143	0	0	349	0	0	0	0	0
NOB1	49.857143	0	0	0	0	214	135	0	0
ZSCAN5A	49.714286	0	0	0	0	249	99	0	0
TOP1	49.714286	0	0	0	0	221	0	127	0
RALGDS	49.714286	0	0	0	0	196	152	0	0
IL2	49.714286	0	0	0	0	200	148	0	0
GOLGA6L7	49.714286	0	0	200	0	148	0	0	0
EIF1AD	49.714286	0	0	348	0	0	0	0	0
DHX8	49.714286	0	0	0	0	214	134	0	0
DEPTOR	49.714286	0	189	159	0	0	0	0	0
CST6	49.714286	0	0	348	0	0	0	0	0
BANF1	49.714286	0	0	348	0	0	0	0	0
ACVR2B	49.714286	0	0	0	0	209	0	139	0
UBE2A	49.571429	0	0	0	0	239	0	108	0
SNTB2	49.571429	0	0	0	0	190	157	0	0
SIRT3	49.571429	0	0	0	0	202	145	0	0
RNF44	49.571429	0	0	0	0	204	143	0	0
RACK1	49.571429	0	106	134	0	107	0	0	0
PSMD13	49.571429	0	0	0	0	202	145	0	0
MUC13	49.571429	0	0	0	0	197	150	0	0
CXorf56	49.571429	0	0	0	0	239	0	108	0
CDHR2	49.571429	0	0	0	0	204	143	0	0
CAVIN3	49.571429	0	0	0	0	220	127	0	0
VPS36	49.428571	0	0	0	0	199	147	0	0
TNFRSF14	49.428571	0	0	0	0	173	173	0	0
SPATA32	49.428571	0	0	0	0	199	147	0	0
NOLC1	49.428571	0	0	0	0	160	186	0	0
MRVI1	49.428571	0	0	0	0	205	141	0	0
GPR179	49.428571	0	0	0	0	346	0	0	0
CAPZA2	49.428571	0	0	0	0	213	133	0	0
ZC3H4	49.285714	0	0	0	0	110	145	90	0
STX5	49.285714	0	0	0	0	213	132	0	0
SLC16A8	49.285714	0	0	0	0	225	0	120	0
KCNG3	49.285714	0	0	0	0	191	154	0	0
AEN	49.285714	0	0	0	0	130	94	121	0
UBQLN1	49.142857	0	0	0	0	148	196	0	0
TRA2B	49.142857	0	115	0	0	91	138	0	0
SRCAP	49.142857	0	0	0	0	198	146	0	0
SLURP2	49.142857	0	0	0	0	201	0	143	0
NR1H3	49.142857	0	176	0	168	0	0	0	0
MARVELD1	49.142857	0	0	0	0	175	0	169	0
LRRC72	49.142857	0	0	0	0	161	183	0	0
LOC730183	49.142857	0	0	0	0	198	146	0	0
CDON	49.142857	0	0	0	0	230	114	0	0
C7orf25	49.142857	0	209	135	0	0	0	0	0
BATF3	49.142857	0	0	0	0	231	113	0	0
ACP2	49.142857	0	176	0	168	0	0	0	0
YAF2	49.000000	0	0	0	0	195	0	148	0
WNT5B	49.000000	0	0	0	0	204	139	0	0
SLC1A1	49.000000	0	0	0	0	201	142	0	0
SASS6	49.000000	0	200	143	0	0	0	0	0
POU4F3	49.000000	0	0	0	0	171	172	0	0
CYP4Z1	49.000000	0	0	0	0	216	127	0	0
CRACR2A	49.000000	0	0	0	0	213	130	0	0
ASF1A	49.000000	0	0	138	0	123	82	0	0
SPTBN5	48.857143	0	0	0	0	196	146	0	0
SERINC4	48.857143	0	0	0	0	165	177	0	0
SERF2	48.857143	0	0	0	0	165	177	0	0
REX1BD	48.857143	0	0	0	0	248	94	0	0
RBM6	48.857143	0	0	0	0	185	157	0	0
PSPN	48.857143	0	0	0	0	224	118	0	0
PPP1R12C	48.857143	0	0	0	0	141	85	116	0
MON1A	48.857143	0	0	0	0	185	157	0	0
KBTBD8	48.857143	0	0	0	0	237	105	0	0
HYPK	48.857143	0	0	0	0	165	177	0	0
CETN3	48.857143	0	0	0	0	178	164	0	0
B4GALT5	48.857143	0	0	0	0	219	123	0	0
ALKBH7	48.857143	0	0	0	0	224	118	0	0
SMUG1	48.714286	0	0	0	0	221	120	0	0
SHBG	48.714286	0	0	0	0	194	147	0	0
ROPN1B	48.714286	0	0	0	0	169	172	0	0
NACC2	48.714286	0	0	0	0	207	134	0	0
GFPT1	48.714286	0	0	0	0	172	169	0	0
FXR2	48.714286	0	0	0	0	194	147	0	0
FMNL3	48.714286	0	0	0	0	250	91	0	0
AQR	48.714286	0	0	0	0	135	206	0	0
TRAPPC9	48.571429	0	0	0	0	189	151	0	0
COX6B2	48.571429	0	0	0	0	180	160	0	0
ZNF577	48.428571	0	191	0	0	148	0	0	0
TBCC	48.428571	0	0	0	0	154	185	0	0
SLCO4A1	48.428571	0	0	0	0	171	168	0	0
MED20	48.428571	0	0	0	0	0	147	192	0
LOC150051	48.428571	0	0	0	0	232	107	0	0
DGAT2	48.428571	0	0	0	0	257	82	0	0
CRABP1	48.428571	0	0	0	0	339	0	0	0
CANT1	48.428571	0	0	0	0	189	150	0	0
BYSL	48.428571	0	0	0	0	0	147	192	0
BICRAL	48.428571	0	0	0	0	154	185	0	0
ARMH4	48.428571	0	0	0	0	224	115	0	0
VDR	48.285714	0	0	0	0	220	118	0	0
TREML4	48.285714	0	0	0	0	338	0	0	0
LGALS14	48.285714	0	0	0	0	222	116	0	0
FANCA	48.285714	0	0	0	0	338	0	0	0
EBAG9	48.285714	0	0	0	0	181	157	0	0
