Target_genes	SOX17|Average	SRX702102|hESC_derived_mesendodermal_cells	SRX702103|hESC_derived_mesendodermal_cells	SRX702104|hESC_derived_mesendodermal_cells	SRX702101|hESC_HUES64	SRX5771670|Tcam-2	SRX5771672|Tcam-2	SRX5771674|Tcam-2	STRING
PSMB5	52.857143	0	223	0	147	0	0	0	0
PSMB11	52.857143	0	223	0	147	0	0	0	0
OXER1	52.857143	0	0	0	0	249	121	0	0
NTNG1	52.857143	0	0	0	0	121	115	134	0
DNMT3A	52.857143	0	0	0	0	233	137	0	0
CST2	52.857143	0	0	0	0	231	139	0	0
PTCD1	52.714286	0	0	0	0	230	0	139	0
PSMD5	52.714286	0	0	0	0	191	178	0	0
PLXNA4	52.714286	0	0	0	0	231	138	0	0
MN1	52.714286	0	0	0	0	184	185	0	0
KRT86	52.714286	0	0	0	0	221	148	0	0
ITPKB	52.714286	0	0	0	0	205	164	0	0
GTF3C2	52.714286	0	0	0	0	114	103	152	0
GOT1L1	52.714286	0	0	0	0	264	105	0	0
EIF2B4	52.714286	0	0	0	0	114	103	152	0
CPSF4	52.714286	0	0	0	0	230	0	139	0
RPS6	52.571429	0	0	0	0	215	153	0	0
PLAC9	52.571429	0	0	0	0	162	99	107	0
FOXP1	52.571429	0	0	0	0	238	130	0	0
ADRA1B	52.571429	0	0	0	0	255	113	0	0
TPPP	52.428571	0	0	0	0	206	161	0	0
SMC6	52.428571	0	0	0	0	216	151	0	0
SGPL1	52.428571	0	0	0	0	186	181	0	0
PTPRN2	52.428571	0	177	0	190	0	0	0	0
GEN1	52.428571	0	0	0	0	216	151	0	0
CCDC12	52.428571	0	0	0	0	239	128	0	0
ZNF500	52.285714	0	0	0	0	147	90	129	0
TRIM35	52.285714	0	0	0	0	194	172	0	0
SLC38A1	52.285714	0	0	0	0	300	66	0	0
PTK2B	52.285714	0	0	0	0	194	172	0	0
PLA2G2A	52.285714	0	0	0	0	137	137	92	0
LRFN4	52.285714	0	0	0	0	220	0	146	0
GABARAPL1	52.285714	0	0	0	0	241	125	0	0
FOCAD	52.285714	0	0	0	0	192	174	0	0
CD200	52.285714	0	0	0	0	189	177	0	0
ZNF577	52.142857	0	215	0	0	150	0	0	0
SYNDIG1L	52.142857	0	0	0	0	225	140	0	0
RBM15	52.142857	0	0	0	0	164	201	0	0
RAB5A	52.142857	0	0	0	0	212	153	0	0
PRIMA1	52.142857	0	0	0	0	236	129	0	0
PGLS	52.142857	0	0	0	0	197	0	168	0
ODF4	52.142857	0	0	0	0	236	129	0	0
NIBAN3	52.142857	0	0	0	0	197	0	168	0
IL6R	52.142857	0	0	0	0	166	122	77	0
HROB	52.142857	0	0	0	0	232	133	0	0
EFHB	52.142857	0	0	0	0	212	153	0	0
ACOT2	52.142857	0	0	0	0	169	77	119	0
TLL1	52.000000	0	0	0	0	239	125	0	0
THRA	52.000000	0	126	0	0	238	0	0	0
PLG	52.000000	0	0	0	0	240	124	0	0
NUTM2A	52.000000	0	0	0	0	228	136	0	0
MED24	52.000000	0	126	0	0	238	0	0	0
HESX1	52.000000	0	0	0	0	192	172	0	0
BTBD3	52.000000	0	0	0	0	198	166	0	0
BAGE5	52.000000	0	0	0	0	154	136	74	0
BAGE4	52.000000	0	0	0	0	154	136	74	0
BAGE3	52.000000	0	0	0	0	154	136	74	0
BAGE2	52.000000	0	0	0	0	154	136	74	0
BAGE	52.000000	0	0	0	0	154	136	74	0
ZNF705G	51.857143	0	0	0	0	142	141	80	0
TFF1	51.857143	0	0	0	0	265	0	98	0
SDE2	51.857143	0	0	0	0	219	144	0	0
PTP4A2	51.857143	0	0	0	0	230	133	0	0
PITPNA	51.857143	0	0	0	0	173	94	96	0
MLLT6	51.857143	0	0	0	0	165	90	108	0
LCN12	51.857143	0	0	0	0	184	179	0	0
FBXW5	51.857143	0	0	0	0	184	179	0	0
C8G	51.857143	0	0	0	0	184	179	0	0
AHRR	51.857143	0	0	0	0	277	86	0	0
VPS35	51.714286	0	0	0	0	244	0	118	0
GRHL1	51.714286	0	0	0	0	206	156	0	0
FAM90A1	51.714286	0	0	0	0	214	148	0	0
ENPP6	51.714286	0	0	0	0	188	174	0	0
CLDN18	51.714286	0	0	213	0	149	0	0	0
ZNFX1	51.571429	0	0	0	0	267	94	0	0
ZNF397	51.571429	0	0	0	0	218	143	0	0
TMX3	51.571429	0	0	0	0	169	192	0	0
SLC35F3	51.571429	0	0	0	0	223	138	0	0
PRIM2	51.571429	0	0	211	0	150	0	0	0
NR1H3	51.571429	0	206	0	155	0	0	0	0
MEI4	51.571429	0	0	0	0	258	103	0	0
HPCA	51.571429	0	0	0	0	130	120	111	0
DYRK4	51.571429	0	0	0	0	193	168	0	0
CCDC102B	51.571429	0	0	0	0	169	192	0	0
ACP2	51.571429	0	206	0	155	0	0	0	0
TENM2	51.428571	0	0	0	0	270	90	0	0
SLC6A2	51.428571	0	0	0	0	162	198	0	0
NID2	51.428571	0	360	0	0	0	0	0	0
HLCS	51.428571	0	0	0	0	229	131	0	0
DNAJA1	51.428571	0	0	0	0	176	184	0	0
DEFB132	51.428571	0	0	0	0	183	177	0	0
CNDP2	51.428571	0	0	0	0	230	130	0	0
CDSN	51.428571	0	0	0	0	271	89	0	0
APTX	51.428571	0	0	0	0	176	184	0	0
TRPM4	51.285714	0	0	0	0	210	149	0	0
PPP3R2	51.285714	0	0	0	0	222	137	0	0
HRC	51.285714	0	0	0	0	210	149	0	0
CNNM3	51.285714	0	0	0	0	101	126	132	0
ZNF329	51.142857	0	0	0	0	198	0	160	0
TRAM1	51.142857	0	0	0	0	276	0	82	0
TMEM258	51.142857	0	0	0	0	200	158	0	0
SLC29A3	51.142857	0	0	0	0	218	140	0	0
SIK2	51.142857	0	0	0	0	236	0	122	0
PRR7	51.142857	0	0	0	0	157	201	0	0
KNDC1	51.142857	0	0	0	0	206	0	152	0
GNAI2	51.142857	0	0	0	0	205	153	0	0
FEN1	51.142857	0	0	0	0	200	158	0	0
CACNA1E	51.142857	0	0	0	0	234	124	0	0
ACTN2	51.142857	0	0	0	0	165	193	0	0
SCAMP4	51.000000	0	0	0	0	189	168	0	0
C11orf95	51.000000	0	0	0	0	282	0	75	0
ADAT3	51.000000	0	0	0	0	189	168	0	0
RASA4B	50.857143	0	0	0	0	238	118	0	0
LOC283710	50.857143	0	0	0	0	237	119	0	0
DCHS1	50.857143	0	0	0	0	205	151	0	0
SLC25A13	50.714286	0	0	0	0	118	237	0	0
RAB3IP	50.714286	0	0	0	0	225	130	0	0
PHF14	50.714286	0	0	0	0	229	126	0	0
IRF2BP2	50.714286	0	0	0	0	246	109	0	0
DHRS2	50.714286	0	0	0	0	355	0	0	0
APOL1	50.714286	0	0	0	0	234	121	0	0
ZCCHC8	50.571429	0	0	0	0	195	159	0	0
NUFIP2	50.571429	0	0	0	0	170	184	0	0
LOC100128108	50.571429	0	0	0	0	207	0	147	0
DDO	50.571429	0	0	0	0	179	175	0	0
CLVS2	50.571429	0	0	251	0	103	0	0	0
CEBPG	50.571429	0	0	0	0	198	156	0	0
ZMIZ1	50.428571	0	0	0	0	162	191	0	0
OLFML3	50.428571	0	0	0	0	196	157	0	0
NEBL	50.428571	0	0	0	0	230	123	0	0
MAN1A2	50.428571	0	0	0	0	166	187	0	0
DMAP1	50.428571	0	196	0	157	0	0	0	0
CNOT2	50.428571	0	0	0	0	224	129	0	0
THEG	50.285714	0	0	0	0	197	0	155	0
ROM1	50.285714	0	0	0	0	211	141	0	0
F11	50.285714	0	0	0	0	151	201	0	0
EML3	50.285714	0	0	0	0	211	141	0	0
DLL4	50.285714	0	0	0	0	196	0	156	0
TRABD2A	50.142857	0	0	0	0	154	97	100	0
TAB2	50.142857	0	0	0	0	193	158	0	0
RAD54B	50.142857	0	0	0	0	185	166	0	0
PLAGL1	50.142857	0	0	0	0	195	156	0	0
FSBP	50.142857	0	0	0	0	185	166	0	0
COLQ	50.142857	0	0	0	0	162	189	0	0
VPS36	50.000000	0	0	0	0	201	149	0	0
TNFRSF14	50.000000	0	0	0	0	175	175	0	0
SPATA32	50.000000	0	0	0	0	201	149	0	0
PROM2	50.000000	0	0	0	0	200	150	0	0
PLAU	50.000000	0	0	0	0	201	149	0	0
C15orf56	50.000000	0	0	0	0	222	128	0	0
ZSCAN5A	49.857143	0	0	0	0	250	99	0	0
WWP2	49.857143	0	0	0	0	213	136	0	0
UBE2A	49.857143	0	0	0	0	239	0	110	0
SIRT3	49.857143	0	0	0	0	202	147	0	0
PSMD13	49.857143	0	0	0	0	202	147	0	0
PLXND1	49.857143	0	0	0	0	208	141	0	0
NOB1	49.857143	0	0	0	0	213	136	0	0
CXorf56	49.857143	0	0	0	0	239	0	110	0
SNTB2	49.714286	0	0	0	0	190	158	0	0
RNF44	49.714286	0	0	0	0	204	144	0	0
NOLC1	49.714286	0	0	0	0	161	187	0	0
IL2	49.714286	0	0	0	0	200	148	0	0
CDHR2	49.714286	0	0	0	0	204	144	0	0
CAVIN3	49.714286	0	0	0	0	220	128	0	0
ZC3H4	49.571429	0	0	0	0	110	146	91	0
SLC16A8	49.571429	0	0	0	0	225	0	122	0
RALGDS	49.571429	0	0	0	0	195	152	0	0
MUC13	49.571429	0	0	0	0	197	150	0	0
MRVI1	49.571429	0	0	0	0	205	142	0	0
GPR179	49.571429	0	0	0	0	347	0	0	0
ETFDH	49.571429	0	0	187	0	160	0	0	0
C4orf46	49.571429	0	0	187	0	160	0	0	0
MMP17	49.428571	0	0	0	0	202	144	0	0
CAPZA2	49.428571	0	0	0	0	213	133	0	0
AEN	49.428571	0	0	0	0	129	95	122	0
USP11	49.285714	0	0	0	0	122	89	134	0
UBQLN1	49.285714	0	0	0	0	148	197	0	0
SRCAP	49.285714	0	0	0	0	198	147	0	0
REX1BD	49.285714	0	0	0	0	249	96	0	0
OTOA	49.285714	0	0	0	0	113	125	107	0
MARVELD1	49.285714	0	0	0	0	174	0	171	0
LRRC72	49.285714	0	0	0	0	161	184	0	0
LPCAT2	49.285714	0	345	0	0	0	0	0	0
LOC730183	49.285714	0	0	0	0	198	147	0	0
IGSF6	49.285714	0	0	0	0	113	125	107	0
CDON	49.285714	0	0	0	0	230	115	0	0
CDK16	49.285714	0	0	0	0	122	89	134	0
TLR1	49.142857	0	0	0	0	201	0	143	0
SLC1A1	49.142857	0	0	0	0	201	143	0	0
PPP1R12C	49.142857	0	0	0	0	142	85	117	0
POU4F3	49.142857	0	0	0	0	171	173	0	0
MON1A	49.142857	0	0	0	0	186	158	0	0
BATF3	49.142857	0	0	0	0	231	113	0	0
SERINC4	49.000000	0	0	0	0	165	178	0	0
SERF2	49.000000	0	0	0	0	165	178	0	0
NACC2	49.000000	0	0	0	0	206	137	0	0
LPCAT4	49.000000	0	0	0	0	241	102	0	0
HYPK	49.000000	0	0	0	0	165	178	0	0
CYP4Z1	49.000000	0	0	0	0	217	126	0	0
COX6B2	49.000000	0	0	0	0	181	162	0	0
AQR	49.000000	0	0	0	0	137	206	0	0
UGT3A2	48.857143	0	0	0	0	123	137	82	0
TTLL11	48.857143	0	214	0	0	128	0	0	0
TRAPPC9	48.857143	0	0	0	0	189	153	0	0
SPTBN5	48.857143	0	0	0	0	196	146	0	0
SLFN11	48.857143	0	0	0	0	100	147	95	0
KBTBD8	48.857143	0	0	0	0	236	106	0	0
FNDC3A	48.857143	0	0	0	0	172	170	0	0
FARSA	48.857143	0	180	0	162	0	0	0	0
CETN3	48.857143	0	0	0	0	178	164	0	0
CALR	48.857143	0	180	0	162	0	0	0	0
TRA2B	48.714286	0	111	0	0	91	139	0	0
SMUG1	48.714286	0	0	0	0	220	121	0	0
SENP2	48.714286	0	0	0	0	222	0	119	0
MARCHF7	48.714286	0	0	0	0	241	100	0	0
FMNL3	48.714286	0	0	0	0	249	92	0	0
FAM71B	48.714286	0	0	0	0	201	0	140	0
TBCC	48.571429	0	0	0	0	154	186	0	0
SLCO4A1	48.571429	0	0	0	0	171	169	0	0
RPL21	48.571429	0	0	0	0	240	100	0	0
NOL6	48.571429	0	0	0	0	224	116	0	0
LOC150051	48.571429	0	0	0	0	232	108	0	0
BICRAL	48.571429	0	0	0	0	154	186	0	0
B4GALT5	48.571429	0	0	0	0	218	122	0	0
VDR	48.428571	0	0	0	0	220	119	0	0
SEPSECS	48.428571	0	0	0	0	167	172	0	0
LGALS14	48.428571	0	0	0	0	222	117	0	0
KMT5C	48.428571	0	0	0	0	177	162	0	0
CRABP1	48.428571	0	0	0	0	339	0	0	0
TREML4	48.285714	0	0	0	0	338	0	0	0
SLC35C2	48.285714	0	0	0	0	179	159	0	0
MRAP2	48.285714	0	0	0	0	150	188	0	0
H2AX	48.285714	0	171	0	167	0	0	0	0
EBAG9	48.285714	0	0	0	0	180	158	0	0
DPAGT1	48.285714	0	171	0	167	0	0	0	0
CEP192	48.285714	0	0	0	0	208	130	0	0
C2CD2L	48.285714	0	171	0	167	0	0	0	0
ADAMTS15	48.285714	0	0	0	0	178	0	160	0
TMEM191B	48.142857	0	0	0	0	229	108	0	0
SF3B5	48.142857	0	0	0	0	174	163	0	0
REL	48.142857	0	0	0	0	202	135	0	0
NELFCD	48.142857	0	0	0	0	193	144	0	0
MRPS18A	48.142857	0	0	0	0	188	149	0	0
MAGED1	48.142857	0	0	0	0	188	149	0	0
ACVR2B	48.142857	0	0	0	0	209	0	128	0
SLURP2	48.000000	0	0	0	0	201	0	135	0
SLC35G2	48.000000	0	0	0	0	239	97	0	0
SCG5	48.000000	0	0	0	0	193	143	0	0
PIWIL2	48.000000	0	0	0	0	147	189	0	0
OR1D5	48.000000	0	0	0	0	212	124	0	0
ICE2	48.000000	0	0	0	0	138	198	0	0
C7orf25	48.000000	0	208	128	0	0	0	0	0
ATP5F1A	48.000000	0	0	0	0	213	123	0	0
ARRB2	48.000000	0	0	0	0	214	0	122	0
ACBD7	48.000000	0	0	0	0	224	112	0	0
PFKFB3	47.857143	0	0	0	0	124	91	120	0
KCNG3	47.857143	0	0	0	0	192	143	0	0
GADD45A	47.857143	0	0	0	0	166	169	0	0
CLTA	47.857143	0	0	335	0	0	0	0	0
WNT5B	47.714286	0	0	0	0	204	130	0	0
PNRC1	47.714286	0	0	0	0	192	142	0	0
KTI12	47.714286	0	0	0	0	207	127	0	0
KCNH8	47.714286	0	0	0	0	216	0	118	0
HGS	47.714286	0	0	0	0	149	185	0	0
CST5	47.714286	0	0	0	0	193	72	69	0
ARL16	47.714286	0	0	0	0	149	185	0	0
TKT	47.571429	0	0	0	0	189	144	0	0
STAU2	47.571429	0	0	0	0	174	159	0	0
RPL13A	47.571429	0	153	0	180	0	0	0	0
PCDHGC5	47.571429	0	0	0	0	105	120	108	0
PCDHGC4	47.571429	0	0	0	0	105	120	108	0
PCDHGC3	47.571429	0	0	0	0	105	120	108	0
FABP4	47.571429	0	0	0	0	179	154	0	0
CLEC4D	47.571429	0	0	0	0	174	159	0	0
ARHGEF35	47.571429	0	0	0	0	333	0	0	0
PSPN	47.428571	0	0	0	0	224	108	0	0
PNP	47.428571	0	0	0	0	175	157	0	0
PIP4P1	47.428571	0	0	0	0	175	157	0	0
G6PC	47.428571	0	0	0	0	150	80	102	0
DDA1	47.428571	0	0	0	0	215	117	0	0
ALKBH7	47.428571	0	0	0	0	224	108	0	0
RNF212B	47.285714	0	0	0	0	206	0	125	0
NPIPA8	47.285714	0	0	0	0	211	120	0	0
NPIPA7	47.285714	0	0	0	0	211	120	0	0
NPIPA3	47.285714	0	0	0	0	196	135	0	0
NPIPA2	47.285714	0	0	0	0	196	135	0	0
MIEN1	47.285714	0	0	0	0	179	152	0	0
KIFC3	47.285714	0	0	0	0	191	0	140	0
FBXO9	47.285714	0	0	0	0	180	151	0	0
CILK1	47.285714	0	0	0	0	180	151	0	0
ZFAND3	47.142857	0	0	0	0	197	133	0	0
WNT16	47.142857	0	0	0	0	205	125	0	0
SPTLC2	47.142857	0	0	0	0	238	0	92	0
SLA	47.142857	0	0	0	0	199	131	0	0
SKOR1	47.142857	0	0	0	0	166	164	0	0
SCNN1A	47.142857	0	0	0	0	215	115	0	0
ROPN1B	47.142857	0	0	0	0	169	161	0	0
NMT2	47.142857	0	0	0	0	206	124	0	0
NIPA2	47.142857	0	0	0	0	175	155	0	0
LTBR	47.142857	0	0	0	0	215	115	0	0
ATP1A1	47.142857	0	0	0	0	199	131	0	0
TMEM215	47.000000	0	0	0	0	202	0	127	0
TBC1D23	47.000000	0	0	0	0	192	0	137	0
SHBG	47.000000	0	0	0	0	192	137	0	0
OR9I1	47.000000	0	0	0	0	199	130	0	0
NAAA	47.000000	0	0	0	0	188	141	0	0
FXR2	47.000000	0	0	0	0	192	137	0	0
DGAT2	47.000000	0	0	0	0	257	72	0	0
ARMH4	47.000000	0	0	0	0	224	105	0	0
YARS2	46.857143	0	0	0	0	167	161	0	0
UAP1L1	46.857143	0	0	0	0	121	207	0	0
SAPCD2	46.857143	0	0	0	0	121	207	0	0
MRPS11	46.857143	0	0	0	0	173	155	0	0
MRPL46	46.857143	0	0	0	0	173	155	0	0
MICALCL	46.857143	0	0	0	0	191	137	0	0
GPRC5B	46.857143	0	0	0	0	192	136	0	0
BDNF	46.857143	0	0	0	0	203	125	0	0
THBS1	46.714286	0	0	0	0	190	137	0	0
SLC7A11	46.714286	0	0	0	0	250	77	0	0
RABGAP1L	46.714286	0	0	0	0	206	121	0	0
PRKAR1A	46.714286	0	0	0	0	201	126	0	0
PCDHGB7	46.714286	0	0	0	0	175	152	0	0
PCDHGB6	46.714286	0	0	0	0	175	152	0	0
PCDHGA11	46.714286	0	0	0	0	175	152	0	0
PCDHGA10	46.714286	0	0	0	0	175	152	0	0
HYAL2	46.714286	0	0	0	0	209	118	0	0
GRB7	46.714286	0	0	0	0	175	152	0	0
FES	46.714286	0	0	0	0	197	130	0	0
FAM71E2	46.714286	0	0	0	0	181	146	0	0
CST9	46.714286	0	0	0	0	203	124	0	0
CCN4	46.714286	0	0	0	0	199	128	0	0
TLR9	46.571429	0	0	0	0	193	133	0	0
TLE2	46.571429	0	0	0	0	134	74	118	0
STX5	46.571429	0	0	0	0	208	118	0	0
NCOA1	46.571429	0	0	0	0	140	85	101	0
ETS1	46.571429	0	0	0	0	258	0	68	0
ZNF628	46.428571	0	0	0	0	173	152	0	0
FAM107A	46.428571	0	0	0	0	188	137	0	0
ETAA1	46.428571	0	0	0	0	226	99	0	0
CDH10	46.428571	0	0	0	0	150	175	0	0
RAC1	46.285714	0	0	0	0	185	139	0	0
PLCB1	46.285714	0	0	0	0	206	118	0	0
OR2L8	46.285714	0	0	0	0	215	109	0	0
OR2L13	46.285714	0	0	0	0	215	109	0	0
OR2AJ1	46.285714	0	0	0	0	215	109	0	0
MACROD1	46.285714	0	0	0	0	130	0	194	0
ARAP1	46.285714	0	0	0	0	182	0	142	0
AGTRAP	46.285714	0	0	0	0	170	154	0	0
ABCA1	46.285714	0	0	0	0	235	89	0	0
VSX1	46.142857	0	0	0	0	323	0	0	0
RBM14-RBM4	46.142857	0	0	0	0	201	122	0	0
RBM14	46.142857	0	0	0	0	201	122	0	0
LIMS4	46.142857	0	0	0	0	195	128	0	0
BRMS1L	46.142857	0	0	0	0	117	127	79	0
ZNF454	46.000000	0	0	0	0	176	146	0	0
NOTCH3	46.000000	0	0	0	0	206	116	0	0
METTL24	46.000000	0	162	0	0	160	0	0	0
DTD1	46.000000	0	0	0	0	154	80	88	0
ZNF35	45.857143	0	0	0	0	167	154	0	0
PIK3R3	45.857143	0	0	0	0	149	172	0	0
MUCL1	45.857143	0	0	0	0	179	142	0	0
GPR87	45.857143	0	0	0	0	195	126	0	0
COL6A6	45.857143	0	0	0	0	164	157	0	0
CCDC83	45.857143	0	0	0	0	139	81	101	0
ADGRD1	45.857143	0	0	0	0	141	94	86	0
ZNF385A	45.714286	0	0	0	0	171	149	0	0
YPEL5	45.714286	0	0	0	0	219	101	0	0
SHROOM4	45.714286	0	0	0	0	225	95	0	0
SARS1	45.714286	0	0	0	0	205	0	115	0
QPRT	45.714286	0	0	0	0	130	0	190	0
ECI1	45.714286	0	0	0	0	189	131	0	0
CHPF2	45.714286	0	0	0	0	171	149	0	0
C2CD6	45.714286	0	0	0	0	172	148	0	0
ABCF2-H2BE1	45.714286	0	0	0	0	171	149	0	0
ABCF2	45.714286	0	0	0	0	171	149	0	0
ZNF761	45.571429	0	0	0	0	198	121	0	0
HJURP	45.571429	0	0	0	0	170	149	0	0
GPBAR1	45.571429	0	319	0	0	0	0	0	0
BTNL9	45.571429	0	0	0	0	189	0	130	0
AKTIP	45.571429	0	0	0	0	205	114	0	0
ZNF135	45.428571	0	0	0	0	179	0	139	0
LRRC4B	45.428571	0	0	0	0	181	137	0	0
CXCL12	45.428571	0	0	0	0	127	98	93	0
LRCH4	45.285714	0	0	0	0	196	121	0	0
LPO	45.285714	0	0	0	0	162	155	0	0
IL21	45.285714	0	0	0	0	180	137	0	0
FBXO24	45.285714	0	0	0	0	196	121	0	0
E2F7	45.285714	0	0	0	0	172	145	0	0
DNAH5	45.285714	0	0	0	0	213	104	0	0
ASAP3	45.285714	0	0	0	0	174	143	0	0
RTN4	45.142857	0	0	0	0	199	117	0	0
NCR3LG1	45.142857	0	0	0	0	143	173	0	0
MVK	45.142857	0	0	0	0	223	93	0	0
HAPLN2	45.142857	0	0	0	0	149	167	0	0
CANT1	45.142857	0	0	0	0	189	127	0	0
C2orf74	45.142857	0	0	0	0	172	0	144	0
TMEM94	45.000000	0	0	0	0	177	138	0	0
RNF220	45.000000	0	0	0	0	170	145	0	0
PRKD2	45.000000	0	0	0	0	175	140	0	0
NUDCD1	45.000000	0	0	0	0	142	173	0	0
NOL11	45.000000	0	0	0	0	186	129	0	0
FDFT1	45.000000	0	0	0	0	155	160	0	0
PSMB2	44.857143	0	0	0	0	206	108	0	0
HSD17B11	44.857143	0	0	0	0	117	101	96	0
GAS7	44.857143	0	0	0	0	314	0	0	0
CASP10	44.857143	0	0	0	0	186	128	0	0
ZNF300	44.714286	0	141	0	0	172	0	0	0
SP1	44.714286	0	0	0	0	178	135	0	0
PLCD1	44.714286	0	0	0	0	196	117	0	0
KRT1	44.714286	0	0	0	0	182	131	0	0
EXOC5	44.714286	0	0	0	0	156	157	0	0
DLEC1	44.714286	0	0	0	0	196	117	0	0
CX3CL1	44.714286	0	0	0	0	194	119	0	0
C7orf31	44.714286	0	0	0	0	181	132	0	0
AP5M1	44.714286	0	0	0	0	156	157	0	0
ANAPC1	44.714286	0	0	0	0	194	119	0	0
ADCY6	44.714286	0	0	0	0	313	0	0	0
RAD54L	44.571429	0	0	0	0	174	0	138	0
POU3F1	44.571429	0	0	0	0	132	0	180	0
PCIF1	44.571429	0	157	0	155	0	0	0	0
NKRF	44.571429	0	0	0	0	214	0	98	0
CSH2	44.571429	0	0	0	0	212	100	0	0
AMOTL1	44.571429	0	0	0	0	180	132	0	0
PGBD5	44.428571	0	0	0	0	161	150	0	0
MRGPRF	44.428571	0	0	0	0	220	91	0	0
MAP2K4	44.428571	0	0	0	0	162	149	0	0
KAT7	44.428571	0	139	0	172	0	0	0	0
CPLX2	44.428571	0	0	0	0	146	165	0	0
CHD4	44.428571	0	0	0	0	146	165	0	0
BLOC1S5	44.428571	0	152	159	0	0	0	0	0
ZNF606	44.285714	0	128	0	0	182	0	0	0
UNC119B	44.285714	0	0	0	0	164	0	146	0
PARS2	44.285714	0	0	0	0	199	111	0	0
MAP3K7CL	44.285714	0	0	0	0	139	171	0	0
IAH1	44.285714	0	0	0	0	184	126	0	0
HAVCR1	44.285714	0	0	0	0	183	127	0	0
DTHD1	44.285714	0	0	0	0	186	124	0	0
ANTXR2	44.285714	0	0	0	0	100	113	97	0
TBX4	44.142857	0	0	0	0	186	123	0	0
SULT1A4	44.142857	0	0	0	0	91	125	93	0
SULT1A3	44.142857	0	0	0	0	91	125	93	0
SPATS1	44.142857	0	0	0	0	309	0	0	0
RUNX1	44.142857	0	0	0	0	160	149	0	0
PXDNL	44.142857	0	0	0	0	100	102	107	0
NFKBIL1	44.142857	0	0	0	0	172	137	0	0
MXRA7	44.142857	0	0	0	0	177	132	0	0
MRPS30	44.142857	0	0	0	0	197	112	0	0
ATP6V1G2	44.142857	0	0	0	0	172	137	0	0
RPP30	44.000000	0	0	0	0	179	129	0	0
PCID2	44.000000	0	0	0	0	198	0	110	0
MAL	44.000000	0	0	0	0	174	134	0	0
CUL4A	44.000000	0	0	0	0	198	0	110	0
ATG9B	44.000000	0	0	0	0	169	139	0	0
ABCB8	44.000000	0	0	0	0	169	139	0	0
SSPN	43.857143	0	0	0	0	160	147	0	0
MSMO1	43.857143	0	0	0	0	168	139	0	0
IGFBPL1	43.857143	0	0	0	0	188	119	0	0
HES2	43.857143	0	0	0	0	181	0	126	0
HEBP1	43.857143	0	0	0	0	166	141	0	0
ENPP7	43.857143	0	0	0	0	210	0	97	0
REV3L	43.714286	0	0	178	0	128	0	0	0
PRTG	43.714286	0	0	0	0	193	113	0	0
KIF14	43.714286	0	0	0	0	193	113	0	0
GPR15	43.714286	0	0	197	0	109	0	0	0
CTNNA2	43.714286	0	0	0	0	182	0	124	0
CLDND1	43.714286	0	0	197	0	109	0	0	0
ZBTB38	43.571429	0	0	0	0	184	0	121	0
TENT5C	43.571429	0	0	0	0	189	116	0	0
PTTG1IP	43.571429	0	0	0	0	151	154	0	0
PTGR1	43.571429	0	0	305	0	0	0	0	0
PAQR8	43.571429	0	151	0	0	154	0	0	0
NEU1	43.571429	0	0	0	0	122	183	0	0
LOC389895	43.571429	0	0	0	0	162	143	0	0
EIF4A3	43.571429	0	0	0	0	192	113	0	0
DCAF10	43.571429	0	305	0	0	0	0	0	0
CHST15	43.571429	0	0	0	0	214	91	0	0
CES1	43.571429	0	0	0	0	199	106	0	0
CCND1	43.571429	0	0	0	0	238	67	0	0
ZNF326	43.428571	0	143	0	0	161	0	0	0
ZDHHC4	43.428571	0	0	0	0	204	100	0	0
TNFRSF1A	43.428571	0	0	0	0	178	126	0	0
NADK	43.428571	0	0	0	0	176	128	0	0
MFF	43.428571	0	0	0	0	159	145	0	0
HNRNPH1	43.428571	0	0	0	0	159	145	0	0
EPHA10	43.428571	0	0	0	0	139	165	0	0
CRB3	43.428571	0	0	0	0	140	164	0	0
ANKRD50	43.428571	0	0	0	0	156	148	0	0
WDR82	43.285714	0	0	0	0	187	116	0	0
TMEM184B	43.285714	0	0	0	0	175	128	0	0
LAIR1	43.285714	0	0	0	0	211	92	0	0
GLYCTK	43.285714	0	0	0	0	187	116	0	0
C11orf86	43.285714	0	0	0	0	303	0	0	0
TFE3	43.142857	0	0	0	0	155	147	0	0
SLC6A7	43.142857	0	0	0	0	181	121	0	0
RECQL	43.142857	0	0	0	0	144	158	0	0
PCDHGB5	43.142857	0	0	0	0	185	117	0	0
PCDHGB4	43.142857	0	0	0	0	185	117	0	0
PCDHGA9	43.142857	0	0	0	0	185	117	0	0
PCDHGA8	43.142857	0	0	0	0	185	117	0	0
NBPF4	43.142857	0	0	0	0	302	0	0	0
LAMA5	43.142857	0	0	0	0	189	113	0	0
JPH2	43.142857	0	0	0	0	175	127	0	0
GRID2	43.142857	0	0	0	0	146	156	0	0
GOLT1B	43.142857	0	0	0	0	144	158	0	0
EIF3E	43.142857	0	0	0	0	193	0	109	0
ANKRD6	43.142857	0	0	0	0	140	162	0	0
SSBP2	43.000000	0	0	0	0	180	121	0	0
ETV5	43.000000	0	0	0	0	149	152	0	0
ELF3	43.000000	0	0	0	0	200	0	101	0
PIP4K2A	42.857143	0	0	0	0	162	0	138	0
IFFO2	42.857143	0	0	0	0	158	142	0	0
ENPEP	42.857143	0	0	0	0	176	124	0	0
CLIC6	42.857143	0	0	0	0	146	154	0	0
