Target_genes	SOX9|Average	SRX718108|hESC_derived_pancreatic_cells	SRX4065343|hESC_derived_retinal_cells	SRX4065344|hESC_derived_retinal_cells	SRX4065345|hESC_derived_retinal_cells	SRX4065346|hESC_derived_retinal_cells	SRX4065347|hESC_derived_retinal_cells	SRX4065348|hESC_derived_retinal_cells	SRX768290|HT-29	SRX359919|LoVo	SRX1510444|VCaP	STRING
STK17A	19.300000	0	0	0	0	0	0	0	193	0	0	0
RPAP3	19.300000	0	0	0	0	0	0	0	107	86	0	0
RIN1	19.300000	0	0	0	0	0	0	0	193	0	0	0
RBP5	19.300000	0	0	0	0	0	0	0	193	0	0	0
PEPD	19.300000	0	0	0	0	0	0	0	193	0	0	0
NRCAM	19.300000	0	0	0	0	0	0	0	130	0	63	0
NDRG1	19.300000	0	0	0	0	0	0	0	193	0	0	0
NAPG	19.300000	0	0	0	0	0	0	0	193	0	0	0
KIAA1191	19.300000	0	0	0	0	0	0	0	81	112	0	0
GTF3A	19.300000	0	0	0	0	0	0	0	193	0	0	0
FNIP1	19.300000	0	0	0	0	0	0	0	79	114	0	0
EEA1	19.300000	0	0	0	0	0	0	0	193	0	0	0
E2F7	19.300000	0	0	0	0	0	0	0	193	0	0	0
CNOT2	19.300000	0	0	0	0	0	0	0	0	193	0	0
CLSTN3	19.300000	0	0	0	0	0	0	0	193	0	0	0
CHAC2	19.300000	0	0	0	0	0	0	0	0	193	0	0
CDK13	19.300000	0	0	0	0	0	0	0	102	91	0	0
BRMS1	19.300000	0	0	0	0	0	0	0	193	0	0	0
B4GAT1	19.300000	0	0	0	0	0	0	0	193	0	0	0
ARL10	19.300000	0	0	0	0	0	0	0	81	112	0	0
ZNF460	19.200000	0	0	0	0	0	0	0	192	0	0	0
ZHX2	19.200000	0	0	0	0	0	0	0	192	0	0	0
VPS4A	19.200000	0	0	0	0	0	0	0	192	0	0	0
TPD52	19.200000	0	0	0	0	0	0	0	192	0	0	0
SLC25A21	19.200000	0	0	0	0	0	0	0	0	192	0	0
PTGDR	19.200000	0	0	0	0	0	0	0	0	0	192	0
PTCD1	19.200000	0	0	0	0	0	0	0	192	0	0	0
OTULINL	19.200000	0	0	0	0	0	0	0	192	0	0	0
NEDD4L	19.200000	0	0	0	0	0	0	0	192	0	0	0
NEDD4	19.200000	0	0	0	0	0	0	0	192	0	0	0
NDUFV2	19.200000	0	0	0	0	0	0	0	103	89	0	0
GGA1	19.200000	0	0	0	0	0	0	0	192	0	0	0
GFOD1	19.200000	0	0	0	0	0	0	0	192	0	0	0
FNTA	19.200000	0	0	0	0	0	0	0	73	119	0	0
DNAJC25-GNG10	19.200000	0	0	0	0	0	0	0	192	0	0	0
DNAJC25	19.200000	0	0	0	0	0	0	0	192	0	0	0
CPSF4	19.200000	0	0	0	0	0	0	0	192	0	0	0
CCNB3	19.200000	0	0	0	0	0	0	0	192	0	0	0
CBWD2	19.200000	0	0	0	0	0	0	0	192	0	0	0
CALY	19.200000	192	0	0	0	0	0	0	0	0	0	0
ARHGEF12	19.200000	0	0	0	0	0	0	0	192	0	0	0
AKAP4	19.200000	0	0	0	0	0	0	0	192	0	0	0
ZNF792	19.100000	0	0	0	0	0	0	0	191	0	0	0
TOP3B	19.100000	0	0	0	0	0	0	0	191	0	0	0
SELENOP	19.100000	0	0	0	0	0	0	0	191	0	0	0
RNF111	19.100000	0	0	0	0	0	0	0	0	191	0	0
RAB3IP	19.100000	0	0	0	0	0	0	0	77	114	0	0
PRDM2	19.100000	0	0	0	0	0	0	0	191	0	0	0
PPIC	19.100000	0	0	0	0	0	0	0	84	107	0	0
PLA2G15	19.100000	0	0	0	0	0	0	0	191	0	0	0
NUP88	19.100000	0	0	0	0	0	0	0	191	0	0	0
MSX1	19.100000	0	0	0	0	0	0	0	191	0	0	0
MRVI1	19.100000	0	0	0	0	0	0	0	191	0	0	0
MBNL3	19.100000	0	0	0	0	0	0	0	191	0	0	0
HOOK1	19.100000	0	0	0	0	0	0	0	191	0	0	0
GZF1	19.100000	0	0	0	0	0	0	0	91	0	100	0
ESRP2	19.100000	0	0	0	0	0	0	0	191	0	0	0
ELK4	19.100000	0	0	0	0	0	0	0	191	0	0	0
ZNF350	19.000000	0	0	0	0	0	0	0	190	0	0	0
TRAF4	19.000000	0	0	0	0	0	0	0	190	0	0	0
TPRG1	19.000000	0	0	0	0	0	0	0	190	0	0	0
TMEM62	19.000000	0	0	0	0	0	0	0	106	84	0	0
TMEM251	19.000000	0	0	0	0	0	0	0	0	190	0	0
STARD4	19.000000	0	0	0	0	0	0	0	190	0	0	0
SGO1	19.000000	0	0	0	0	0	0	0	105	85	0	0
SART1	19.000000	0	0	0	0	0	0	0	190	0	0	0
RTN4	19.000000	0	0	0	0	0	0	0	100	90	0	0
PSMC5	19.000000	0	0	0	0	0	0	0	190	0	0	0
PRKAR1B	19.000000	0	0	0	0	0	0	0	190	0	0	0
MRPL35	19.000000	0	0	0	0	0	0	0	0	190	0	0
MOAP1	19.000000	0	0	0	0	0	0	0	0	190	0	0
MAP2K5	19.000000	0	0	0	0	0	0	0	190	0	0	0
IMMT	19.000000	0	0	0	0	0	0	0	0	190	0	0
FTSJ3	19.000000	0	0	0	0	0	0	0	190	0	0	0
DYSF	19.000000	0	0	0	0	0	0	0	0	0	190	0
CRLF3	19.000000	0	0	0	0	0	0	0	190	0	0	0
CEP72	19.000000	0	0	0	0	0	0	0	190	0	0	0
BUB1	19.000000	0	0	0	0	0	0	0	190	0	0	0
ATAD5	19.000000	0	0	0	0	0	0	0	190	0	0	0
ZNF862	18.900000	0	0	0	0	0	0	0	189	0	0	0
TPT1	18.900000	0	0	0	0	0	0	0	189	0	0	0
TMCO2	18.900000	0	0	0	0	0	0	0	0	189	0	0
TERF2	18.900000	0	0	0	0	0	0	0	189	0	0	0
TAF5	18.900000	0	0	0	0	0	0	0	0	189	0	0
SVIP	18.900000	0	0	0	0	0	0	0	189	0	0	0
SDCBP2	18.900000	0	0	0	0	0	0	0	189	0	0	0
RDH13	18.900000	0	0	0	0	0	0	0	189	0	0	0
PHB2	18.900000	0	0	0	0	0	0	0	189	0	0	0
HCAR2	18.900000	0	0	0	0	0	0	0	189	0	0	0
GPR12	18.900000	0	0	0	0	0	0	0	0	0	189	0
DHCR24	18.900000	0	0	0	0	0	0	0	189	0	0	0
C1orf159	18.900000	0	0	0	0	0	0	0	189	0	0	0
AMZ2	18.900000	0	0	0	0	0	0	0	189	0	0	0
ZNF552	18.800000	0	0	0	0	0	0	0	188	0	0	0
TKFC	18.800000	0	0	0	0	0	0	0	188	0	0	0
TACR1	18.800000	0	0	0	0	0	0	0	0	0	188	0
SPPL2B	18.800000	0	0	0	0	0	0	0	188	0	0	0
SLC7A1	18.800000	0	0	0	0	0	0	0	188	0	0	0
SELENOO	18.800000	0	0	0	0	0	0	0	188	0	0	0
RBM6	18.800000	0	0	0	0	0	0	0	0	188	0	0
PEX10	18.800000	0	0	0	0	0	0	0	188	0	0	0
NUP160	18.800000	0	0	0	0	0	0	0	188	0	0	0
NPPC	18.800000	0	0	0	0	0	0	0	0	0	188	0
LSM7	18.800000	0	0	0	0	0	0	0	188	0	0	0
GABPB1	18.800000	0	0	0	0	0	0	0	0	188	0	0
DLG4	18.800000	0	0	0	0	0	0	0	0	188	0	0
DDB1	18.800000	0	0	0	0	0	0	0	188	0	0	0
BHLHE40	18.800000	0	0	0	0	0	0	0	0	82	106	0
BBS9	18.800000	0	0	0	0	0	0	0	0	188	0	0
ARID1A	18.800000	0	0	0	0	0	0	0	188	0	0	0
ADGRL1	18.800000	0	0	0	0	0	0	0	188	0	0	0
ADAMTS8	18.800000	0	0	0	0	0	0	0	0	0	188	0
ACADVL	18.800000	0	0	0	0	0	0	0	0	188	0	0
ZNF416	18.700000	0	0	0	0	0	0	0	187	0	0	0
ZIK1	18.700000	0	0	0	0	0	0	0	187	0	0	0
YES1	18.700000	0	0	0	0	0	0	0	187	0	0	0
SMPD1	18.700000	0	0	0	0	0	0	0	0	187	0	0
SMIM8	18.700000	0	0	0	0	0	0	0	187	0	0	0
SLC47A1	18.700000	0	0	0	0	0	0	0	0	0	187	0
SCP2	18.700000	0	0	0	0	0	0	0	187	0	0	0
RGS19	18.700000	187	0	0	0	0	0	0	0	0	0	0
RAP1A	18.700000	187	0	0	0	0	0	0	0	0	0	0
PSMD12	18.700000	0	0	0	0	0	0	0	187	0	0	0
NFXL1	18.700000	0	0	0	0	0	0	0	187	0	0	0
MED27	18.700000	0	0	0	0	0	0	0	187	0	0	0
LKAAEAR1	18.700000	187	0	0	0	0	0	0	0	0	0	0
KBTBD8	18.700000	0	0	0	0	0	0	0	0	187	0	0
HNRNPH1	18.700000	0	0	0	0	0	0	0	187	0	0	0
GJB7	18.700000	0	0	0	0	0	0	0	187	0	0	0
GADD45A	18.700000	0	0	0	0	0	0	0	86	101	0	0
FRY	18.700000	0	0	0	0	0	0	0	187	0	0	0
FREM2	18.700000	0	0	0	0	0	0	0	0	0	187	0
EPM2A	18.700000	0	0	0	0	0	0	0	187	0	0	0
EPG5	18.700000	0	0	0	0	0	0	0	187	0	0	0
EID1	18.700000	0	0	0	0	0	0	0	0	187	0	0
E2F8	18.700000	0	0	0	0	0	0	0	187	0	0	0
ZNF469	18.600000	0	0	0	0	0	0	0	186	0	0	0
USP17L22	18.600000	186	0	0	0	0	0	0	0	0	0	0
USP17L21	18.600000	186	0	0	0	0	0	0	0	0	0	0
USP17L20	18.600000	186	0	0	0	0	0	0	0	0	0	0
USP17L12	18.600000	186	0	0	0	0	0	0	0	0	0	0
UBE2K	18.600000	0	0	0	0	0	0	0	0	186	0	0
TOR2A	18.600000	0	0	0	0	0	0	0	186	0	0	0
SIRT6	18.600000	0	0	0	0	0	0	0	0	186	0	0
PHF2	18.600000	0	0	0	0	0	0	0	186	0	0	0
NPIPB6	18.600000	0	0	0	0	0	0	0	90	96	0	0
DLD	18.600000	0	0	0	0	0	0	0	186	0	0	0
COL14A1	18.600000	0	0	0	0	0	0	0	186	0	0	0
CDV3	18.600000	0	0	0	0	0	0	0	186	0	0	0
CD63	18.600000	0	0	0	0	0	0	0	186	0	0	0
ATP23	18.600000	0	0	0	0	0	0	0	82	104	0	0
ARHGEF35	18.600000	0	0	0	0	0	0	0	186	0	0	0
ARHGAP22	18.600000	0	0	0	0	0	0	0	186	0	0	0
ANKRD24	18.600000	0	0	0	0	0	0	0	0	186	0	0
AGRN	18.600000	0	0	0	0	0	0	0	186	0	0	0
WSB1	18.500000	0	0	0	0	0	0	0	80	105	0	0
TPGS2	18.500000	0	0	0	0	0	0	0	81	104	0	0
TBK1	18.500000	0	0	0	0	0	0	0	0	185	0	0
RNF121	18.500000	0	0	0	0	0	0	0	185	0	0	0
RFC1	18.500000	0	0	0	0	0	0	0	185	0	0	0
RASSF1	18.500000	0	0	0	0	0	0	0	185	0	0	0
NPIPB9	18.500000	0	0	0	0	0	0	0	185	0	0	0
NKAP	18.500000	0	0	0	0	0	0	0	185	0	0	0
LOC100133315	18.500000	0	0	0	0	0	0	0	185	0	0	0
KIF5B	18.500000	0	0	0	0	0	0	0	64	121	0	0
HNF4A	18.500000	0	0	0	0	0	0	0	185	0	0	0
H2BC11	18.500000	0	0	0	0	0	0	0	185	0	0	0
H2AC11	18.500000	0	0	0	0	0	0	0	185	0	0	0
GCLM	18.500000	0	0	0	0	0	0	0	185	0	0	0
FBXO28	18.500000	0	0	0	0	0	0	0	185	0	0	0
DUOXA2	18.500000	0	0	0	0	0	0	0	185	0	0	0
DUOXA1	18.500000	0	0	0	0	0	0	0	185	0	0	0
DUOX2	18.500000	0	0	0	0	0	0	0	185	0	0	0
DHX34	18.500000	0	0	0	0	0	0	0	185	0	0	0
CLDN15	18.500000	0	0	0	0	0	0	0	0	185	0	0
CD14	18.500000	0	0	0	0	0	0	0	0	185	0	0
C5AR2	18.500000	0	0	0	0	0	0	0	185	0	0	0
WDR46	18.400000	0	0	0	0	0	0	0	184	0	0	0
UNC5C	18.400000	0	0	0	0	0	0	0	0	0	184	0
TSNAXIP1	18.400000	0	0	0	0	0	0	0	184	0	0	0
SPTY2D1	18.400000	0	0	0	0	0	0	0	184	0	0	0
RPN1	18.400000	0	0	0	0	0	0	0	184	0	0	0
RPL23	18.400000	0	0	0	0	0	0	0	184	0	0	0
RANBP10	18.400000	0	0	0	0	0	0	0	184	0	0	0
PRDM6	18.400000	0	0	0	0	0	0	0	0	0	184	0
PIGL	18.400000	0	0	0	0	0	0	0	184	0	0	0
PHLDA3	18.400000	0	0	0	0	0	0	0	184	0	0	0
NPM1	18.400000	0	0	0	0	0	0	0	0	184	0	0
NCOR1	18.400000	0	0	0	0	0	0	0	184	0	0	0
NBPF12	18.400000	0	0	0	0	0	0	0	0	184	0	0
HNRNPA3	18.400000	0	0	0	0	0	0	0	88	96	0	0
GSDMD	18.400000	0	0	0	0	0	0	0	71	113	0	0
FXN	18.400000	0	0	0	0	0	0	0	184	0	0	0
ENOSF1	18.400000	0	0	0	0	0	0	0	184	0	0	0
COPB1	18.400000	0	0	0	0	0	0	0	184	0	0	0
ZCWPW2	18.300000	0	0	0	0	0	0	0	0	183	0	0
USP8	18.300000	0	0	0	0	0	0	0	0	183	0	0
UBA52	18.300000	0	0	0	0	0	0	0	183	0	0	0
TSC22D2	18.300000	0	0	0	0	0	0	0	183	0	0	0
TNPO1	18.300000	0	0	0	0	0	0	0	183	0	0	0
THEM6	18.300000	0	0	0	0	0	0	0	183	0	0	0
STAT2	18.300000	0	0	0	0	0	0	0	183	0	0	0
SSH2	18.300000	0	0	0	0	0	0	0	99	84	0	0
SPINT3	18.300000	0	0	0	0	0	0	0	183	0	0	0
SLC25A13	18.300000	0	0	0	0	0	0	0	0	183	0	0
SLC16A5	18.300000	0	0	0	0	0	0	0	183	0	0	0
SH3YL1	18.300000	0	0	0	0	0	0	0	93	90	0	0
RABGAP1	18.300000	0	0	0	0	0	0	0	183	0	0	0
NEK2	18.300000	0	0	0	0	0	0	0	183	0	0	0
MANBAL	18.300000	0	0	0	0	0	0	0	183	0	0	0
LIPK	18.300000	0	0	0	0	0	0	0	183	0	0	0
FAM168A	18.300000	0	0	0	0	0	0	0	0	183	0	0
AZI2	18.300000	0	0	0	0	0	0	0	0	183	0	0
ATXN1	18.300000	0	0	0	0	0	0	0	183	0	0	0
APOF	18.300000	0	0	0	0	0	0	0	183	0	0	0
ACP1	18.300000	0	0	0	0	0	0	0	93	90	0	0
ZNF778	18.200000	0	0	0	0	0	0	0	182	0	0	0
ZNF644	18.200000	0	0	0	0	0	0	0	182	0	0	0
ZNF561	18.200000	0	0	0	0	0	0	0	0	182	0	0
UQCRHL	18.200000	0	0	0	0	0	0	0	0	182	0	0
SORD	18.200000	0	0	0	0	0	0	0	0	182	0	0
NEUROG3	18.200000	0	0	0	0	0	0	0	0	0	182	0
MED18	18.200000	0	0	0	0	0	0	0	182	0	0	0
LMNA	18.200000	0	0	0	0	0	0	0	182	0	0	0
KMT2B	18.200000	0	0	0	0	0	0	0	182	0	0	0
HERPUD1	18.200000	0	0	0	0	0	0	0	182	0	0	0
HDGF	18.200000	0	0	0	0	0	0	0	182	0	0	0
GLI4	18.200000	0	0	0	0	0	0	0	182	0	0	0
FAM102B	18.200000	0	0	0	0	0	0	0	182	0	0	0
ERICH5	18.200000	0	0	0	0	0	0	0	0	0	182	0
CHMP7	18.200000	0	0	0	0	0	0	0	0	182	0	0
CEP70	18.200000	0	0	0	0	0	0	0	0	182	0	0
CDX2	18.200000	0	0	0	0	0	0	0	63	119	0	0
CAMK2G	18.200000	0	0	0	0	0	0	0	182	0	0	0
BCL2L14	18.200000	0	0	0	0	0	0	0	182	0	0	0
ATF2	18.200000	0	0	0	0	0	0	0	0	182	0	0
ARHGAP39	18.200000	0	0	0	0	0	0	0	182	0	0	0
ANKRD31	18.200000	0	0	0	0	0	0	0	182	0	0	0
ADAMTSL5	18.200000	0	0	0	0	0	0	0	182	0	0	0
ZNF284	18.100000	0	0	0	0	0	0	0	181	0	0	0
ZNF282	18.100000	0	0	0	0	0	0	0	181	0	0	0
ZNF221	18.100000	0	0	0	0	0	0	0	181	0	0	0
ZNF106	18.100000	0	0	0	0	0	0	0	181	0	0	0
ZCCHC10	18.100000	0	0	0	0	0	0	0	91	90	0	0
VARS1	18.100000	0	0	0	0	0	0	0	181	0	0	0
TRIM16L	18.100000	181	0	0	0	0	0	0	0	0	0	0
SUMO2	18.100000	0	0	0	0	0	0	0	181	0	0	0
SNX18	18.100000	0	0	0	0	0	0	0	181	0	0	0
SNAP23	18.100000	0	0	0	0	0	0	0	181	0	0	0
SLC10A7	18.100000	0	0	0	0	0	0	0	0	181	0	0
SCAMP3	18.100000	0	0	0	0	0	0	0	181	0	0	0
RAD51AP1	18.100000	0	0	0	0	0	0	0	0	181	0	0
PPL	18.100000	0	0	0	0	0	0	0	181	0	0	0
PARP4	18.100000	0	0	0	0	0	0	0	181	0	0	0
PAK1IP1	18.100000	0	0	0	0	0	0	0	181	0	0	0
KDM6A	18.100000	0	0	0	0	0	0	0	181	0	0	0
GOLGA8B	18.100000	0	0	0	0	0	0	0	181	0	0	0
FBXL12	18.100000	0	0	0	0	0	0	0	81	100	0	0
FAM189B	18.100000	0	0	0	0	0	0	0	181	0	0	0
CAB39	18.100000	0	0	0	0	0	0	0	181	0	0	0
C6orf52	18.100000	0	0	0	0	0	0	0	181	0	0	0
C12orf4	18.100000	0	0	0	0	0	0	0	0	181	0	0
ZNF860	18.000000	0	0	0	0	0	0	0	180	0	0	0
WDFY1	18.000000	0	0	0	0	0	0	0	180	0	0	0
UBR3	18.000000	0	0	0	0	0	0	0	180	0	0	0
SPG21	18.000000	0	0	0	0	0	0	0	180	0	0	0
SLC39A11	18.000000	0	0	0	0	0	0	0	180	0	0	0
SDHB	18.000000	0	0	0	0	0	0	0	74	106	0	0
PSMA2	18.000000	0	0	0	0	0	0	0	91	89	0	0
PRPF8	18.000000	0	0	0	0	0	0	0	0	180	0	0
PRDM7	18.000000	0	0	0	0	0	0	0	180	0	0	0
PDCD5	18.000000	0	0	0	0	0	0	0	180	0	0	0
OSBPL10	18.000000	0	0	0	0	0	0	0	180	0	0	0
NADK	18.000000	0	0	0	0	0	0	0	180	0	0	0
MRPL32	18.000000	0	0	0	0	0	0	0	91	89	0	0
METTL5	18.000000	0	0	0	0	0	0	0	180	0	0	0
ISLR2	18.000000	0	0	0	0	0	0	0	180	0	0	0
IL18R1	18.000000	0	0	0	0	0	0	0	180	0	0	0
GLB1L2	18.000000	0	0	0	0	0	0	0	180	0	0	0
EEF1AKMT4-ECE2	18.000000	0	0	0	0	0	0	0	180	0	0	0
EEF1AKMT4	18.000000	0	0	0	0	0	0	0	180	0	0	0
ALG3	18.000000	0	0	0	0	0	0	0	180	0	0	0
WDHD1	17.900000	0	0	0	0	0	0	0	0	179	0	0
USP20	17.900000	0	0	0	0	0	0	0	179	0	0	0
TGFB2	17.900000	0	0	0	0	0	0	0	179	0	0	0
STT3B	17.900000	0	0	0	0	0	0	0	0	179	0	0
SOCS4	17.900000	0	0	0	0	0	0	0	0	179	0	0
RAB5C	17.900000	0	0	0	0	0	0	0	179	0	0	0
PAQR8	17.900000	0	0	0	0	0	0	0	179	0	0	0
NT5C3A	17.900000	0	0	0	0	0	0	0	67	112	0	0
NGDN	17.900000	0	0	0	0	0	0	0	179	0	0	0
DIP2A	17.900000	0	0	0	0	0	0	0	103	0	76	0
C9orf78	17.900000	0	0	0	0	0	0	0	179	0	0	0
ARHGAP29	17.900000	0	0	0	0	0	0	0	179	0	0	0
APOE	17.900000	0	0	0	0	0	0	0	179	0	0	0
APOC1	17.900000	0	0	0	0	0	0	0	179	0	0	0
ABCB11	17.900000	0	0	0	0	0	0	0	179	0	0	0
ZNF773	17.800000	0	0	0	0	0	0	0	178	0	0	0
YTHDF1	17.800000	0	0	0	0	0	0	0	178	0	0	0
VPS36	17.800000	0	0	0	0	0	0	0	178	0	0	0
URB2	17.800000	0	0	0	0	0	0	0	178	0	0	0
UBE2H	17.800000	0	0	0	0	0	0	0	178	0	0	0
TUFT1	17.800000	0	0	0	0	0	0	0	178	0	0	0
TINAG	17.800000	0	0	0	0	0	0	0	178	0	0	0
TFB1M	17.800000	0	0	0	0	0	0	0	0	178	0	0
TAF5L	17.800000	0	0	0	0	0	0	0	178	0	0	0
RNASET2	17.800000	0	0	0	0	0	0	0	178	0	0	0
RIPK1	17.800000	0	0	0	0	0	0	0	178	0	0	0
RBM25	17.800000	0	0	0	0	0	0	0	178	0	0	0
PLXNA1	17.800000	0	0	0	0	0	0	0	178	0	0	0
PIGF	17.800000	0	0	0	0	0	0	0	0	178	0	0
NT5C2	17.800000	0	0	0	0	0	0	0	178	0	0	0
MUL1	17.800000	0	0	0	0	0	0	0	178	0	0	0
MAML1	17.800000	0	0	0	0	0	0	0	178	0	0	0
MADCAM1	17.800000	0	0	0	0	0	0	0	178	0	0	0
GSTM4	17.800000	0	0	0	0	0	0	0	0	178	0	0
FKBP5	17.800000	0	0	0	0	0	0	0	178	0	0	0
FBN3	17.800000	0	0	0	0	0	0	0	178	0	0	0
EFR3A	17.800000	0	0	0	0	0	0	0	178	0	0	0
DET1	17.800000	0	0	0	0	0	0	0	178	0	0	0
CRIPT	17.800000	0	0	0	0	0	0	0	0	178	0	0
CKAP2	17.800000	0	0	0	0	0	0	0	178	0	0	0
CEP68	17.800000	0	0	0	0	0	0	0	178	0	0	0
CCNB1IP1	17.800000	0	0	0	0	0	0	0	178	0	0	0
BRF2	17.800000	0	0	0	0	0	0	0	0	178	0	0
ASIC2	17.800000	0	0	0	0	0	0	0	0	0	178	0
ZNF507	17.700000	0	0	0	0	0	0	0	177	0	0	0
ZC3H12A	17.700000	0	0	0	0	0	0	0	177	0	0	0
VPS13D	17.700000	0	0	0	0	0	0	0	177	0	0	0
UBE2D2	17.700000	0	0	0	0	0	0	0	177	0	0	0
TRPC4AP	17.700000	0	0	0	0	0	0	0	177	0	0	0
TRMT10A	17.700000	0	0	0	0	0	0	0	84	93	0	0
TRIP13	17.700000	0	0	0	0	0	0	0	177	0	0	0
TIAM1	17.700000	0	0	0	0	0	0	0	0	0	177	0
SLC41A2	17.700000	0	0	0	0	0	0	0	177	0	0	0
SH3D21	17.700000	0	0	0	0	0	0	0	177	0	0	0
SEC62	17.700000	0	0	0	0	0	0	0	177	0	0	0
RTN3	17.700000	0	0	0	0	0	0	0	177	0	0	0
RPP25	17.700000	0	0	0	0	0	0	0	0	177	0	0
RIC1	17.700000	0	0	0	0	0	0	0	177	0	0	0
PARP1	17.700000	0	0	0	0	0	0	0	177	0	0	0
OSBPL8	17.700000	0	0	0	0	0	0	0	75	102	0	0
MTTP	17.700000	0	0	0	0	0	0	0	84	93	0	0
MS4A10	17.700000	0	0	0	0	0	0	0	177	0	0	0
HECTD1	17.700000	0	0	0	0	0	0	0	0	177	0	0
FBXW8	17.700000	0	0	0	0	0	0	0	177	0	0	0
FBXL22	17.700000	0	0	0	0	0	0	0	177	0	0	0
DHTKD1	17.700000	0	0	0	0	0	0	0	177	0	0	0
BRD9	17.700000	0	0	0	0	0	0	0	177	0	0	0
BPHL	17.700000	0	0	0	0	0	0	0	0	177	0	0
ATL3	17.700000	0	0	0	0	0	0	0	177	0	0	0
USP17L18	17.600000	176	0	0	0	0	0	0	0	0	0	0
USP17L11	17.600000	176	0	0	0	0	0	0	0	0	0	0
USP17L10	17.600000	176	0	0	0	0	0	0	0	0	0	0
TRIM36	17.600000	0	0	0	0	0	0	0	0	176	0	0
SERTAD2	17.600000	0	0	0	0	0	0	0	176	0	0	0
MYCBP2	17.600000	0	0	0	0	0	0	0	176	0	0	0
MCM6	17.600000	0	0	0	0	0	0	0	176	0	0	0
LTN1	17.600000	0	0	0	0	0	0	0	176	0	0	0
KDM2B	17.600000	0	0	0	0	0	0	0	176	0	0	0
IRX4	17.600000	0	0	0	0	0	0	0	0	0	176	0
INO80	17.600000	0	0	0	0	0	0	0	0	176	0	0
GID8	17.600000	0	0	0	0	0	0	0	176	0	0	0
FOXJ1	17.600000	0	0	0	0	0	0	0	176	0	0	0
DNAJC19	17.600000	0	0	0	0	0	0	0	0	176	0	0
DIDO1	17.600000	0	0	0	0	0	0	0	176	0	0	0
CTSL	17.600000	0	0	0	0	0	0	0	0	176	0	0
ANKRD13D	17.600000	0	0	0	0	0	0	0	0	176	0	0
ABHD12	17.600000	0	0	0	0	0	0	0	176	0	0	0
TRMT10C	17.500000	0	0	0	0	0	0	0	175	0	0	0
SLC25A17	17.500000	0	0	0	0	0	0	0	0	175	0	0
SEPTIN7	17.500000	0	0	0	0	0	0	0	175	0	0	0
RPP14	17.500000	0	0	0	0	0	0	0	175	0	0	0
RNF130	17.500000	0	0	0	0	0	0	0	175	0	0	0
RAD54L2	17.500000	0	0	0	0	0	0	0	175	0	0	0
PSMA1	17.500000	0	0	0	0	0	0	0	175	0	0	0
PANK4	17.500000	0	0	0	0	0	0	0	175	0	0	0
OCIAD1	17.500000	0	0	0	0	0	0	0	0	175	0	0
LIPH	17.500000	0	0	0	0	0	0	0	0	175	0	0
HTD2	17.500000	0	0	0	0	0	0	0	175	0	0	0
HIPK1	17.500000	0	0	0	0	0	0	0	175	0	0	0
HES5	17.500000	0	0	0	0	0	0	0	175	0	0	0
HCFC2	17.500000	0	0	0	0	0	0	0	0	175	0	0
H2AZ1	17.500000	0	0	0	0	0	0	0	175	0	0	0
GLT8D2	17.500000	0	0	0	0	0	0	0	0	175	0	0
FAM117B	17.500000	0	0	0	0	0	0	0	175	0	0	0
DNAJB14	17.500000	0	0	0	0	0	0	0	175	0	0	0
CUEDC2	17.500000	0	0	0	0	0	0	0	175	0	0	0
CDYL	17.500000	0	0	0	0	0	0	0	175	0	0	0
BRMS1L	17.500000	0	0	0	0	0	0	0	0	175	0	0
URGCP	17.400000	0	0	0	0	0	0	0	174	0	0	0
UBE2D4	17.400000	0	0	0	0	0	0	0	174	0	0	0
TTPAL	17.400000	0	0	0	0	0	0	0	174	0	0	0
TTF2	17.400000	0	0	0	0	0	0	0	174	0	0	0
TNS2	17.400000	0	0	0	0	0	0	0	0	174	0	0
TNFRSF21	17.400000	0	0	0	0	0	0	0	174	0	0	0
SVOPL	17.400000	0	0	0	0	0	0	0	174	0	0	0
RCC1L	17.400000	0	0	0	0	0	0	0	174	0	0	0
NDUFAF6	17.400000	0	0	0	0	0	0	0	174	0	0	0
NAV1	17.400000	0	0	0	0	0	0	0	0	174	0	0
LAMTOR3	17.400000	0	0	0	0	0	0	0	174	0	0	0
HSD17B7	17.400000	0	0	0	0	0	0	0	174	0	0	0
HECW2	17.400000	0	0	0	0	0	0	0	0	0	174	0
GNE	17.400000	0	0	0	0	0	0	0	174	0	0	0
GABPA	17.400000	0	0	0	0	0	0	0	174	0	0	0
EPS8L3	17.400000	0	0	0	0	0	0	0	174	0	0	0
EFHD1	17.400000	0	0	0	0	0	0	0	0	174	0	0
EDC3	17.400000	0	0	0	0	0	0	0	174	0	0	0
CTSZ	17.400000	0	0	0	0	0	0	0	174	0	0	0
ATP5PF	17.400000	0	0	0	0	0	0	0	174	0	0	0
TSC22D1	17.300000	0	0	0	0	0	0	0	173	0	0	0
TMED5	17.300000	0	0	0	0	0	0	0	0	173	0	0
SH3BP2	17.300000	0	0	0	0	0	0	0	173	0	0	0
SCAF1	17.300000	0	0	0	0	0	0	0	173	0	0	0
RRAS	17.300000	0	0	0	0	0	0	0	173	0	0	0
RPS27	17.300000	0	0	0	0	0	0	0	173	0	0	0
RAB13	17.300000	0	0	0	0	0	0	0	173	0	0	0
NOP2	17.300000	0	0	0	0	0	0	0	0	173	0	0
MTMR2	17.300000	0	0	0	0	0	0	0	173	0	0	0
